 Year,Month,Day,Time(hhmmss.mm)UTC,Latitude,Longitude,Magnitude,Depth,Catalog,,
1973,1,6,153931,38.003,46.427,4.2,24,PDE  ,,
1973,1,12,115656,37.93,-90.52,3.2,20,PDE  ,,
1973,1,13,10037.6,51.768,-176.998,5.4,61,PDE  ,,
1973,1,13,133628.3,51.738,-176.983,4.7,58,PDE  ,,
1973,1,18,92814.1,-6.868,149.993,6.8,43,PDE  ,,
1973,1,21,81618.8,36.105,139.77,5,61,PDE  ,,
1973,1,25,222559.5,13.7,-89.324,4.4,100,PDE  ,,
1973,2,1,51420.6,-22.655,-66.195,6.7,229,PDE  ,,
1973,2,10,51217.7,33.196,140.653,5.3,62,PDE  ,,
1973,2,14,93258.8,-9.934,160.932,5.9,62,PDE  ,,
1973,2,14,214542.4,39.026,141.469,5.1,110,PDE  ,,
1973,2,20,113848.8,45.015,36.412,4.2,17,PDE  ,,
1973,2,21,144223.4,-39.583,176.572,5.1,38,PDE  ,,
1973,2,21,144557.3,34.065,-119.035,5.9,8,PDE  ,,
1973,2,26,222311.7,39.971,20.103,4,33,PDE  ,,
1973,2,28,80734.7,9.551,126.127,5.3,81,PDE  ,,
1973,2,28,82132.3,39.718,-75.441,3.8,14,PDE  ,,
1973,3,7,63510.7,41.799,20.048,4,48,PDE  ,,
1973,3,9,190912.8,-34.131,150.266,5.5,13,PDE  ,,
1973,3,11,133747.3,41.589,142.012,5.5,73,PDE  ,,
1973,3,13,14243.6,-5.448,154.209,5.5,170,PDE  ,,
1973,3,14,112546.7,-5.315,152.154,5.8,64,PDE  ,,
1973,3,17,83051.8,13.372,122.787,7.5,33,PDE  ,,
1973,3,17,191720.3,-4.773,145.081,   ,59,PDE  ,,
1973,3,19,114107.7,52.835,173.773,5.8,81,PDE  ,,
1973,3,19,172350.9,-5.574,153.198,   ,34,PDE  ,,
1973,3,22,171802,-6.092,147.037,5.1,101,PDE  ,,
1973,3,22,205836,51.183,-179.236,4.9,40,PDE  ,,
1973,3,24,114522.1,47.312,11.294,   ,33,PDE  ,,
1973,3,27,20831.4,35.484,139.919,5,64,PDE  ,,
1973,3,27,123205,52.576,172.872,5.6,43,PDE  ,,
1973,3,28,72633.9,64.766,-147.535,3.3,21,PDE  ,,
1973,4,2,24324.8,37.699,69.979,4.4,54,PDE  ,,
1973,4,2,164929.3,51.94,-177.402,5.2,63,PDE  ,,
1973,4,5,43208.1,11.937,122.499,5.4,6,PDE  ,,
1973,4,7,193006.9,41.495,19.978,4.7,16,PDE  ,,
1973,4,8,124102,-15.779,167.218,6.4,35,PDE  ,,
1973,4,8,225156.4,-5.543,146.483,4.9,66,PDE  ,,
1973,4,11,51218.1,64.608,-160.052,4.2,15,PDE  ,,
1973,4,11,195323.3,33.484,140.874,4.4,63,PDE  ,,
1973,4,13,81215.4,39.09,16.961,4.7,45,PDE  ,,
1973,4,13,144032.6,41.838,22.721,   ,5,PDE  ,,
1973,4,14,64549.2,42.051,-112.525,4.7,24,PDE  ,,
1973,4,16,144802.8,51.123,-178.829,5.5,54,PDE  ,,
1973,4,23,133834,44.049,12.774,4.2,33,PDE  ,,
1973,4,25,142113.2,33.394,140.745,5.7,65,PDE  ,,
1973,4,26,202628,19.933,-155.1,6.2,50,PDE  ,,
1973,4,29,143753.9,34.642,-4.073,4.6,19,PDE  ,,
1973,4,30,223747.9,36.227,141.417,4.8,51,PDE  ,,
1973,5,1,104046.9,-10.016,150.176,5.9,27,PDE  ,,
1973,5,5,35226.4,37.129,141.323,5.4,41,PDE  ,,
1973,5,5,74058.1,40.886,140.306,5.1,17,PDE  ,,
1973,5,9,140239.7,-9.863,150.353,5.1,33,PDE  ,,
1973,5,12,162009.2,-3.73,152.077,6,13,PDE  ,,
1973,5,12,222503.8,35.608,69.702,5.1,96,PDE  ,,
1973,5,15,225054.7,47.165,12.912,   ,10,PDE  ,,
1973,5,17,154419.5,33.144,140.671,5.5,62,PDE  ,,
1973,5,20,142033.7,51.701,-176.684,4.6,56,PDE  ,,
1973,5,22,220458.4,-10.011,150.316,5.5,13,PDE  ,,
1973,5,24,184711.6,51.627,-173.436,5.4,43,PDE  ,,
1973,5,26,121934.4,51.372,-179.743,5.8,39,PDE  ,,
1973,5,28,15352.3,-33.156,-68.751,4.6,5,PDE  ,,
1973,5,29,61422.3,54.011,-163.76,6,30,PDE  ,,
1973,6,1,45244.6,65.061,-147.26,4.2,32,PDE  ,,
1973,6,6,211120.5,42.377,18.645,4.6,16,PDE  ,,
1973,6,7,183242.9,14.277,-92.008,6.2,78,PDE  ,,
1973,6,8,10111.4,-17.467,167.736,5.9,21,PDE  ,,
1973,6,8,102448.1,36.148,140.003,4.8,80,PDE  ,,
1973,6,11,31539.3,46.193,16.093,4.5,11,PDE  ,,
1973,6,15,10904.2,45.317,-70.908,5.2,12,PDE  ,,
1973,6,15,121102.3,51.304,-179.392,5.7,48,PDE  ,,
1973,6,16,13651.9,42.858,144.64,4.9,70,PDE  ,,
1973,6,17,35502.9,43.233,145.785,7.7,48,PDE  ,,
1973,6,17,121425.8,42.916,145.569,5.5,41,PDE  ,,
1973,6,17,133328.3,43.069,145.375,5.6,46,PDE  ,,
1973,6,17,203757.3,42.706,146.041,6,50,PDE  ,,
1973,6,17,212614.2,43,145.344,5.2,50,PDE  ,,
1973,6,18,14905.4,65.142,-147.018,3.8,29,PDE  ,,
1973,6,18,174543.7,42.498,145.969,5.8,29,PDE  ,,
1973,6,19,25409.8,42.715,146.035,5.6,43,PDE  ,,
1973,6,19,161313.3,64.791,-147.548,3.8,26,PDE  ,,
1973,6,19,223118.5,36.452,140.613,5.2,65,PDE  ,,
1973,6,21,203633.8,-39.778,-72.267,   ,33,PDE  ,,
1973,6,23,52649,51.875,-176.9,5.5,62,PDE  ,,
1973,6,23,150050,64.855,-147.471,   ,22,PDE  ,,
1973,6,24,24325.5,43.318,146.442,7.1,50,PDE  ,,
1973,6,24,50746.8,43.125,146.574,5.8,44,PDE  ,,
1973,6,26,223200.2,43.175,146.56,6.6,50,PDE  ,,
1973,6,29,32653.2,43.402,145.801,5.9,50,PDE  ,,
1973,7,1,133334.6,57.84,-137.33,6.7,33,PDE  ,,
1973,7,2,55130.9,42.914,145.404,5.2,57,PDE  ,,
1973,7,3,70343.9,12.205,125.33,6.5,33,PDE  ,,
1973,7,3,161012.4,44.075,13.273,5.3,47,PDE  ,,
1973,7,3,165935.1,57.98,-138.021,6.4,33,PDE  ,,
1973,7,4,172624.9,36.26,139.746,4.2,69,PDE  ,,
1973,7,5,74904.5,57.905,-137.902,5.4,33,PDE  ,,
1973,7,6,142420.8,42.376,21.33,   ,11,PDE  ,,
1973,7,11,232311.7,51.972,-176.102,5.4,63,PDE  ,,
1973,7,12,75107.9,52.223,174.214,5.2,47,PDE  ,,
1973,7,14,80020,34.433,-116.833,4.8,8,PDE  ,,
1973,7,19,40621.6,43.225,146.364,4.8,66,PDE  ,,
1973,7,22,13733.5,36.483,140.622,3.8,62,PDE  ,,
1973,7,24,134850.7,39.103,-123.162,3.7,6,PDE  ,,
1973,7,24,145022.5,43.167,146.332,4.7,58,PDE  ,,
1973,7,25,75417.2,35.784,141.223,3.9,22,PDE  ,,
1973,7,28,221814.9,-16.063,-71.312,5.7,110,PDE  ,,
1973,7,31,215118.2,-26.784,-71.133,4.9,33,PDE  ,,
1973,8,1,13130.9,-14.264,167.274,6.5,200,PDE  ,,
1973,8,4,60708.5,42.836,145.473,4.9,53,PDE  ,,
1973,8,6,232916.6,33.97,-119.478,4.7,13,PDE  ,,
1973,8,7,142245.4,-26.829,-70.919,6.3,14,PDE  ,,
1973,8,8,143611,40.822,15.389,4.6,33,PDE  ,,
1973,8,9,104426.5,43.446,146.433,6,55,PDE  ,,
1973,8,13,82819.7,-4.471,144.042,6.4,112,PDE  ,,
1973,8,16,121659.8,51.287,-176.644,5.8,47,PDE  ,,
1973,8,18,20832,42.012,142.475,5.2,71,PDE  ,,
1973,8,19,163351.1,41.445,20.233,   ,5,PDE  ,,
1973,8,19,221749.4,12.651,-88.507,5.1,68,PDE  ,,
1973,8,22,54.6,-6.369,154.902,4.7,64,PDE  ,,
1973,8,23,165525.9,-5.378,151.491,5.7,78,PDE  ,,
1973,8,23,235032.4,37.211,142.126,5.7,34,PDE  ,,
1973,8,27,726.5,51.461,-178.388,5.2,59,PDE  ,,
1973,9,1,152708.8,-32.626,-71.026,4.2,89,PDE  ,,
1973,9,1,203724.8,33.502,130.567,4.8,18,PDE  ,,
1973,9,5,130313.9,39.488,143.111,5.8,41,PDE  ,,
1973,9,7,93114.8,-5.622,151.504,5.5,61,PDE  ,,
1973,9,11,231850.8,25.645,124.509,5.8,141,PDE  ,,
1973,9,12,65954.3,73.302,55.161,6.8,0,PDE  ,,
1973,9,15,14557.7,63.904,-22.197,5.4,1,PDE  ,,
1973,9,15,24424.6,19.139,121.253,4.7,58,PDE  ,,
1973,9,17,63441.5,16.412,-61.805,4.4,118,PDE  ,,
1973,9,21,22104.1,35.104,134.434,5.1,23,PDE  ,,
1973,9,22,93538.4,-31.624,-71.184,5,39,PDE  ,,
1973,9,23,185421,35.007,135.608,4.1,14,PDE  ,,
1973,9,29,4400.8,41.891,130.871,7,575,PDE  ,,
1973,9,30,61752.8,35.606,140.447,5.9,62,PDE  ,,
1973,9,30,202613.5,10.477,-62.004,4.7,35,PDE  ,,
1973,9,30,205510.1,10.699,-61.993,4.1,35,PDE  ,,
1973,10,1,141623,35.716,140.561,5.6,56,PDE  ,,
1973,10,2,82935.8,42.891,145.301,5,52,PDE  ,,
1973,10,3,35020.4,35.91,-90,3.4,10,PDE  ,,
1973,10,5,54527.3,-32.987,-71.916,6.5,14,PDE  ,,
1973,10,5,54751.1,-32.518,-71.478,6.7,33,PDE  ,,
1973,10,5,92206.3,66.308,-157.368,4.1,68,PDE  ,,
1973,10,9,75731,-14.233,167.228,6.4,9,PDE  ,,
1973,10,9,201526.8,36.51,-89.61,3.8,1,PDE  ,,
1973,10,27,44403.3,35.237,133.258,4.4,17,PDE  ,,
1973,10,27,62107.5,28.7,-81,   ,33,PDE  ,,
1973,10,28,35615.4,48.42,17.084,   ,2,PDE  ,,
1973,10,28,150039.1,-4.326,152.786,   ,29,PDE  ,,
1973,10,30,225839,35.75,-84,3.4,33,PDE  ,,
1973,10,31,230701.6,42.816,145.307,5.1,54,PDE  ,,
1973,11,1,165022,61.999,-150.616,3.9,69,PDE  ,,
1973,11,5,84046.7,41.682,13.763,4,33,PDE  ,,
1973,11,6,93605,51.619,-175.404,5.7,34,PDE  ,,
1973,11,6,182635.1,51.579,-175.247,6.3,41,PDE  ,,
1973,11,8,131812,18.134,-99.687,5.3,71,PDE  ,,
1973,11,10,30111.6,44.022,13.231,4.1,33,PDE  ,,
1973,11,12,35344,-6.153,154.459,5.9,50,PDE  ,,
1973,11,13,11211.5,38.622,142.15,5.5,78,PDE  ,,
1973,11,14,144720.5,34.69,139.334,3.9,6,PDE  ,,
1973,11,19,130156.1,38.911,141.91,6.5,56,PDE  ,,
1973,11,19,184005.2,-28.463,-70.853,5.7,58,PDE  ,,
1973,11,19,211117.1,38.888,141.916,5.1,60,PDE  ,,
1973,11,23,133619.3,38.458,-28.308,5.2,5,PDE  ,,
1973,11,25,42447.3,33.82,135.451,5.7,51,PDE  ,,
1973,11,25,91914.6,33.82,135.378,5.7,56,PDE  ,,
1973,11,27,110646.8,51.26,-175.959,3.9,19,PDE  ,,
1973,11,28,112100.7,-25.64,-70.266,5.2,43,PDE  ,,
1973,11,29,105742.7,35.181,23.797,5.7,26,PDE  ,,
1973,11,29,171934.4,42.855,145.435,4.8,56,PDE  ,,
1973,11,30,74841.2,35.799,-83.962,4.6,3,PDE  ,,
1973,11,30,80955.4,-15.198,167.391,6,124,PDE  ,,
1973,12,1,103851,43.006,146.075,5.4,36,PDE  ,,
1973,12,1,231803.9,43.157,146.865,5.9,40,PDE  ,,
1973,12,4,153039,-16.501,167.096,5.3,9,PDE  ,,
1973,12,5,145812.7,51.544,7.077,3.2,0,PDE  ,,
1973,12,7,210721.9,39.334,141.949,4.8,62,PDE  ,,
1973,12,11,53909.1,36.721,140.597,4,90,PDE  ,,
1973,12,12,238.1,47.16,14.053,4.1,5,PDE  ,,
1973,12,13,80839.2,43.197,-0.406,4.4,5,PDE  ,,
1973,12,14,173735.4,51.406,-177.868,5.8,53,PDE  ,,
1973,12,21,191243.5,40.625,-124.597,4.5,30,PDE  ,,
1973,12,22,11959.5,35.113,140.19,4.9,70,PDE  ,,
1973,12,23,175626.9,13.148,144.993,4.5,38,PDE  ,,
1973,12,25,4449.9,36.412,-7.853,4.5,33,PDE  ,,
1973,12,26,203006.4,33.402,140.826,5.6,63,PDE  ,,
1973,12,28,134145.8,-14.464,166.601,7.8,26,PDE  ,,
1973,12,29,1931.1,-15.117,166.896,7.2,47,PDE  ,,
1973,12,30,63042,43.404,12.326,4.1,33,PDE  ,,
1973,12,30,163929.7,-15.506,166.639,6.6,10,PDE  ,,
1974,1,2,104229.9,-22.538,-68.397,6.8,105,PDE  ,,
1974,1,2,144147.9,26.022,124.383,5.7,205,PDE  ,,
1974,1,5,73337.3,43.43,12.303,3.7,33,PDE  ,,
1974,1,5,100035.2,36.69,140.955,4,52,PDE  ,,
1974,1,6,135523.2,41.122,-121.493,4.1,5,PDE  ,,
1974,1,7,193740.6,-33.105,-71.877,5.1,24,PDE  ,,
1974,1,8,11237.4,36.2,-89.39,4.3,1,PDE  ,,
1974,1,10,85113.3,-14.434,166.863,7.2,34,PDE  ,,
1974,1,10,112224.9,36.955,-121.605,4.4,10,PDE  ,,
1974,1,11,51802.4,-31.758,-68.376,5.4,122,PDE  ,,
1974,1,17,91411.5,-28.1,-70.52,5.3,83,PDE  ,,
1974,1,17,111602.8,13.21,-88.261,4.6,103,PDE  ,,
1974,1,19,131337.2,34.383,-117.05,3.9,0,PDE  ,,
1974,1,20,20717.9,-5.334,151.542,5.1,74,PDE  ,,
1974,1,24,50200.8,35.067,-119.033,4,8,PDE  ,,
1974,1,24,184326.8,61.588,-147.626,5.1,40,PDE  ,,
1974,1,24,191252.1,42.126,143.913,6.1,45,PDE  ,,
1974,1,24,233808.5,41.932,143.954,5.2,41,PDE  ,,
1974,1,27,65925.1,35.616,140.736,4.6,53,PDE  ,,
1974,1,31,60528.8,34.05,-117.033,4,8,PDE  ,,
1974,1,31,70358.1,31.836,131.641,5.6,37,PDE  ,,
1974,1,31,233005.3,-7.461,155.894,7,34,PDE  ,,
1974,2,1,31233.1,-7.383,155.575,7.1,40,PDE  ,,
1974,2,1,32751,36.777,-121.572,3.5,4,PDE  ,,
1974,2,3,42453.1,-5.983,146.461,5.2,105,PDE  ,,
1974,2,3,202220,-6.992,155.716,4.9,69,PDE  ,,
1974,2,4,201042,-7.297,155.831,6,55,PDE  ,,
1974,2,5,22522,62.703,-148.854,5,75,PDE  ,,
1974,2,5,41654,19.54,-155.9,4.3,8,PDE  ,,
1974,2,6,40407.2,53.799,-164.672,6.5,2,PDE  ,,
1974,2,7,123338.3,37.431,141.019,4.7,91,PDE  ,,
1974,2,9,71022.4,-28.733,-177.36,   ,100,PDE  ,,
1974,2,10,85141.2,35.105,136.918,5,55,PDE  ,,
1974,2,11,122056.9,34.1,-118.267,3.4,12,PDE  ,,
1974,2,15,133349.2,36.5,-100.693,4.6,24,PDE  ,,
1974,2,15,224901.8,33.96,-93.03,4,1,PDE  ,,
1974,2,19,33021.8,13.909,122.116,6.1,17,PDE  ,,
1974,2,22,3653.8,33.151,136.906,6.5,385,PDE  ,,
1974,2,23,41456.7,42.22,143.049,5.3,64,PDE  ,,
1974,2,25,30315.3,-6.169,146.844,4.7,46,PDE  ,,
1974,2,27,224645.3,-6.446,154.9,5.1,48,PDE  ,,
1974,3,3,45048.9,35.586,140.599,6,46,PDE  ,,
1974,3,6,204055.1,40.277,142.215,5,59,PDE  ,,
1974,3,9,5431.6,34.383,-118.433,4.7,8,PDE  ,,
1974,3,9,201428.3,-7.484,156.179,6.5,50,PDE  ,,
1974,3,9,201806.3,-7.335,156.193,6.6,33,PDE  ,,
1974,3,10,74732.6,-7.401,156.012,5.3,54,PDE  ,,
1974,3,10,215102.5,40.754,21.161,3.8,17,PDE  ,,
1974,3,11,52532.1,40.397,-7.73,   ,33,PDE  ,,
1974,3,12,73546,34.1,-118.2,3,8,PDE  ,,
1974,3,12,73814.5,-6.569,154.866,5.1,56,PDE  ,,
1974,3,12,124528.1,37.292,-122.317,3.8,11,PDE  ,,
1974,3,12,151105.5,8.755,150.946,5.5,33,PDE  ,,
1974,3,13,80946.2,-7.385,156.1,5.4,54,PDE  ,,
1974,3,16,155741.8,40.34,-124.723,4.7,33,PDE  ,,
1974,3,18,105612.4,-14.929,-172.833,6,27,PDE  ,,
1974,3,19,120053.6,35.292,140.765,5,58,PDE  ,,
1974,3,21,164052.4,-4.711,152.681,4.9,75,PDE  ,,
1974,3,21,225005.7,34.15,-117.467,3,8,PDE  ,,
1974,3,24,819,42.507,143.643,4.5,94,PDE  ,,
1974,3,24,42105.8,12.554,144.257,5.9,79,PDE  ,,
1974,3,24,100843.1,-33.048,-70.306,5.3,104,PDE  ,,
1974,3,24,165709,37.553,-121.847,3.4,8,PDE  ,,
1974,3,29,215035.3,57.585,-153.922,5.5,44,PDE  ,,
1974,3,31,153424.7,51.713,-177.285,4.4,61,PDE  ,,
1974,3,31,230618.1,36.937,-121.603,3.6,8,PDE  ,,
1974,4,2,201221.1,13.563,-90.256,4.6,91,PDE  ,,
1974,4,3,15159.9,35.052,140.182,4.2,35,PDE  ,,
1974,4,3,230502.5,38.592,-88.094,4.7,11,PDE  ,,
1974,4,4,73702.6,37.723,140.768,5.3,97,PDE  ,,
1974,4,6,15347.3,55.102,-160.44,5.7,27,PDE  ,,
1974,4,6,35601.8,55.12,-160.443,6,40,PDE  ,,
1974,4,11,213752.9,42.4,144.433,5.3,75,PDE  ,,
1974,4,13,5141,42.75,144.547,4.5,62,PDE  ,,
1974,4,13,85914.6,41.952,68.915,4.6,36,PDE  ,,
1974,4,15,162735.5,59.194,-136.428,4.2,7,PDE  ,,
1974,4,20,30009.3,46.759,-121.523,4.9,5,PDE  ,,
1974,4,22,22940.1,51.985,-176.057,4.9,70,PDE  ,,
1974,4,25,85644,-16.987,-70.663,5.3,33,PDE  ,,
1974,5,3,112609.7,15.65,121.673,4.6,47,PDE  ,,
1974,5,5,141912,37.74,141.707,5.6,48,PDE  ,,
1974,5,8,42713.1,63.669,-150.727,4.7,11,PDE  ,,
1974,5,8,233325.2,34.522,138.74,6.7,2,PDE  ,,
1974,5,10,62016.3,40.204,141.435,4.7,93,PDE  ,,
1974,5,11,54827.7,34.456,138.922,4.3,4,PDE  ,,
1974,5,12,194813.3,48.269,9.102,   ,12,PDE  ,,
1974,5,13,65218.8,36.71,-89.39,4.1,1,PDE  ,,
1974,5,13,174028.4,36.469,70.912,5.5,208,PDE  ,,
1974,5,16,130436.1,48.139,-122.918,3.8,54,PDE  ,,
1974,5,17,152207.4,-11.173,-75.077,6,111,PDE  ,,
1974,5,20,41925.2,49.832,7.7,   ,25,PDE  ,,
1974,5,21,74235.7,47.686,7.688,4.3,33,PDE  ,,
1974,5,23,195130,43.377,17.067,4.7,33,PDE  ,,
1974,5,26,13211.2,-17.699,167.752,6.1,13,PDE  ,,
1974,5,27,91919.7,39.852,-120.91,3.9,2,PDE  ,,
1974,5,27,103705.8,8.526,123.158,5.2,35,PDE  ,,
1974,5,29,70829.7,35.193,138.252,4.7,31,PDE  ,,
1974,5,30,212837.2,37.382,-80.419,3.6,8,PDE  ,,
1974,6,5,80611.3,38.62,-89.94,3.6,11,PDE  ,,
1974,6,6,121349.8,38.447,-122.638,3.1,2,PDE  ,,
1974,6,7,194536.8,41.571,-73.94,3.3,2,PDE  ,,
1974,6,8,203747,41.743,143.104,4.8,46,PDE  ,,
1974,6,10,64409.9,35.533,-117.45,4.2,8,PDE  ,,
1974,6,10,73500.5,40.446,-125.083,4.2,22,PDE  ,,
1974,6,12,162547.6,10.563,-63.382,6.5,34,PDE  ,,
1974,6,12,175508.7,64.771,-21.045,5.5,13,PDE  ,,
1974,6,12,192151.2,36.718,-121.425,3.7,5,PDE  ,,
1974,6,19,30938,63.156,150.853,5,33,PDE  ,,
1974,6,19,150542.4,19.36,-155.4,4.9,8,PDE  ,,
1974,6,20,92833.4,44.352,17.714,5.1,33,PDE  ,,
1974,6,20,170827.3,45.965,15.529,4.5,47,PDE  ,,
1974,6,20,222631.8,46.085,15.479,4.4,33,PDE  ,,
1974,6,23,93600.7,39.698,141.354,4.4,87,PDE  ,,
1974,6,24,3952,40.947,-124.064,4,33,PDE  ,,
1974,6,27,44915.4,32.256,132.17,5,39,PDE  ,,
1974,6,27,74611.9,-4.718,152.505,6.1,70,PDE  ,,
1974,6,30,83346.5,-17.988,168.287,5.7,61,PDE  ,,
1974,7,2,172430.2,13.374,120.787,4.3,108,PDE  ,,
1974,7,2,191944,37.753,141.735,4.5,85,PDE  ,,
1974,7,3,50058.6,40.424,-125.136,5.1,12,PDE  ,,
1974,7,8,54537,36.414,141.104,6.1,35,PDE  ,,
1974,7,9,85240,34.773,138.807,4.7,16,PDE  ,,
1974,7,11,155407.2,41.952,142.302,4.7,73,PDE  ,,
1974,7,12,90146.2,-6.798,155.367,4.1,52,PDE  ,,
1974,7,13,124450.7,61.492,-145.007,4.7,55,PDE  ,,
1974,7,13,144850,62.227,-151.217,4.4,85,PDE  ,,
1974,7,14,111438,47.6,-120.7,3.3,   ,PDE  ,,
1974,7,16,63845.8,45.838,-111.368,4.4,10,PDE  ,,
1974,7,19,456.1,6.872,-73.008,5,162,PDE  ,,
1974,7,19,184453.4,42.198,142.63,4.8,38,PDE  ,,
1974,7,22,181215.9,-35.799,-71.492,5.4,86,PDE  ,,
1974,7,24,2324.6,48.528,9.029,3.5,31,PDE  ,,
1974,7,24,202301.2,12.965,144.915,5.4,78,PDE  ,,
1974,7,25,10137.6,45.366,16.108,   ,33,PDE  ,,
1974,7,26,112914.6,43.624,22.014,3.8,33,PDE  ,,
1974,7,26,160056.6,42.155,142.697,4.5,35,PDE  ,,
1974,7,29,32828,45.9,-122.6,3,   ,PDE  ,,
1974,7,29,113744,59.709,-152.729,4.5,84,PDE  ,,
1974,7,31,92051.6,60.525,-150.048,4.3,44,PDE  ,,
1974,8,2,85209.8,33.872,-82.488,4.9,1,PDE  ,,
1974,8,3,181634,35.999,139.819,5.6,58,PDE  ,,
1974,8,4,210852.9,-24.421,-69.767,5.2,68,PDE  ,,
1974,8,6,23742.3,60.247,-153.324,5,136,PDE  ,,
1974,8,8,191645.9,24.572,122.687,6,32,PDE  ,,
1974,8,9,121959.5,40.218,-124.151,3.9,7,PDE  ,,
1974,8,9,221719.1,-37.246,-73.548,4.9,33,PDE  ,,
1974,8,9,221904,51.5,7.1,   ,0,PDE  ,,
1974,8,10,124938,57.147,-5.21,4.3,10,PDE  ,,
1974,8,10,150235,40.14,142.422,4.7,50,PDE  ,,
1974,8,11,11355.5,39.457,73.83,7.3,9,PDE  ,,
1974,8,11,142945,36.918,-91.173,3.6,4,PDE  ,,
1974,8,13,34620.3,51.525,-178.112,5.9,52,PDE  ,,
1974,8,14,144555.4,34.433,-118.367,4.3,7,PDE  ,,
1974,8,15,33558,-9.053,159.133,5.5,59,PDE  ,,
1974,8,16,94131.7,51.498,-177.828,5.9,46,PDE  ,,
1974,8,16,131243.8,35.255,136.181,4.8,53,PDE  ,,
1974,8,18,104412.8,-38.453,-73.431,7.1,36,PDE  ,,
1974,8,22,223359.6,38.228,-89.729,2.5,12,PDE  ,,
1974,8,23,84821.7,6.839,-73.002,4.8,160,PDE  ,,
1974,8,23,120035.7,-25.577,-68.956,5.4,102,PDE  ,,
1974,8,24,185822.7,-31.381,-67.378,5.4,32,PDE  ,,
1974,8,28,95342.5,-23.178,-70.298,4.8,22,PDE  ,,
1974,8,30,164159.1,44.702,-110.803,4.5,1,PDE  ,,
1974,9,1,134938.5,13.299,-88.909,4.9,111,PDE  ,,
1974,9,4,92002.5,40.203,141.743,5.3,55,PDE  ,,
1974,9,5,5557,39.504,141.345,4.7,85,PDE  ,,
1974,9,5,74740.7,6.799,-73.036,5.4,160,PDE  ,,
1974,9,9,225617.1,41.799,21.972,3.9,24,PDE  ,,
1974,9,10,52619.3,59.897,-151.712,3.7,86,PDE  ,,
1974,9,11,105648.4,60.27,-151.039,4.1,33,PDE  ,,
1974,9,15,144338.7,35.751,141.249,4.7,31,PDE  ,,
1974,9,17,51031.5,40.294,20.639,4.9,17,PDE  ,,
1974,9,18,90702.8,40.24,20.622,4.2,10,PDE  ,,
1974,9,19,153611.4,44.11,-107.38,4.4,10,PDE  ,,
1974,9,20,5301,42.792,144.954,5.6,51,PDE  ,,
1974,9,20,212012.3,-6.242,146.059,5.8,111,PDE  ,,
1974,9,21,103742.7,33.767,-117.25,4.2,8,PDE  ,,
1974,9,27,31007.9,33.602,141.128,6.1,46,PDE  ,,
1974,9,27,54729.4,43.176,146.651,6.7,43,PDE  ,,
1974,9,28,25154,64.478,-147.733,4.1,30,PDE  ,,
1974,10,2,25459.7,-5.906,-81.093,5.7,5,PDE  ,,
1974,10,3,142129.1,-12.265,-77.795,7.6,13,PDE  ,,
1974,10,4,144004.4,-12.611,-77.446,4.2,33,PDE  ,,
1974,10,5,82950.8,-12.34,-77.74,4.7,35,PDE  ,,
1974,10,6,144052.5,-30.797,-64.984,4.8,15,PDE  ,,
1974,10,7,45751.3,-12.246,-77.939,5,33,PDE  ,,
1974,10,7,114027.7,-13.476,-76.951,4.5,33,PDE  ,,
1974,10,8,5605.1,34.05,-118.967,4,8,PDE  ,,
1974,10,8,95058.1,17.3,-62,7.5,47,PDE  ,,
1974,10,8,190916.6,36.13,139.787,4.7,56,PDE  ,,
1974,10,8,194208.7,36.148,139.761,5,56,PDE  ,,
1974,10,9,25900.4,-12.739,-77.156,4.4,33,PDE  ,,
1974,10,9,73202.2,44.724,150.119,6.7,49,PDE  ,,
1974,10,9,174954.9,-12.515,-77.726,4.8,33,PDE  ,,
1974,10,9,215432.2,-12.879,-76.894,4.9,33,PDE  ,,
1974,10,10,64814,40.96,143.129,6.2,29,PDE  ,,
1974,10,10,65649,40.929,143.112,6.2,45,PDE  ,,
1974,10,10,195259,-12.444,-77.606,5.3,27,PDE  ,,
1974,10,11,190434,-30.936,-71.648,5.1,65,PDE  ,,
1974,10,13,152614.4,61.428,-148.015,   ,51,PDE  ,,
1974,10,16,173034.7,-6.324,148.375,5.7,70,PDE  ,,
1974,10,20,114305.1,42.322,142.307,5.3,24,PDE  ,,
1974,10,20,151355.1,39.095,-81.593,3.4,11,PDE  ,,
1974,10,22,84307.1,44.739,-110.813,4.6,5,PDE  ,,
1974,10,22,121339.1,34,-118.367,2.9,8,PDE  ,,
1974,10,23,183758.2,36.42,141.033,4,54,PDE  ,,
1974,10,24,52647,33.413,140.816,5.4,63,PDE  ,,
1974,10,25,154020,42.726,145.421,5.2,43,PDE  ,,
1974,10,28,1133,33.79,-81.92,3,   ,PDE  ,,
1974,10,29,10515.5,44.625,18.414,5.1,33,PDE  ,,
1974,10,31,3244.3,36.128,139.811,4.7,62,PDE  ,,
1974,10,31,71541.4,43.246,-0.884,3.8,33,PDE  ,,
1974,11,2,82729.2,41.432,142.096,5.1,67,PDE  ,,
1974,11,2,194341.7,42.989,144.431,4.9,121,PDE  ,,
1974,11,5,232041.3,-16.706,-71.385,4.6,69,PDE  ,,
1974,11,6,3828,34.2,-118.15,3,4,PDE  ,,
1974,11,7,184541.1,52.608,174.008,4.5,21,PDE  ,,
1974,11,8,212321.8,42.489,141.78,6,132,PDE  ,,
