 Year,Month,Day,Time(hhmmss.mm)UTC,Latitude,Longitude,Magnitude,Depth,Catalog,,
1987,4,10,105940.51,36.057,139.718,5.1,69,PDE  ,,
1987,4,15,24345,40.922,141.19,4.5,107,PDE  ,,
1987,4,16,192325.85,37.065,141.473,5.7,54,PDE  ,,
1987,4,17,73341.1,35.672,139.997,5.1,80,PDE  ,,
1987,4,18,20138.89,61.374,-150.656,5.7,68,PDE  ,,
1987,4,19,35505.24,43.691,20.441,4.5,37,PDE  ,,
1987,4,21,154715.5,37.442,-121.8,3.4,7,PDE  ,,
1987,4,22,201323.15,37.155,141.573,6.6,30,PDE  ,,
1987,4,24,23029.6,44.826,10.669,4.8,32,PDE  ,,
1987,4,27,20937.9,46.552,14.733,2.8,10,PDE  ,,
1987,4,27,174124,33.06,-115.57,3.5,6,PDE  ,,
1987,4,30,11033.78,28.575,129.343,5,34,PDE  ,,
1987,4,30,134610.8,37.187,141.322,4.9,60,PDE  ,,
1987,4,30,192422.2,36.84,-121.283,4.1,7,PDE  ,,
1987,5,1,60949.75,52.54,-0.863,3.4,10,PDE  ,,
1987,5,1,222234.8,39.813,-123.17,3.5,7,PDE  ,,
1987,5,2,192129.69,54.801,-160.103,5.8,33,PDE  ,,
1987,5,2,204353,44.818,10.723,5.2,10,PDE  ,,
1987,5,5,154047.52,36.48,70.673,5.8,202,PDE  ,,
1987,5,6,40614.15,51.272,-179.898,6.1,20,PDE  ,,
1987,5,6,123949.11,-5.715,152.656,6.3,20,PDE  ,,
1987,5,7,30549.17,46.736,139.232,6.6,430,PDE  ,,
1987,5,7,193606.49,-17.096,-72.135,5.4,78,PDE  ,,
1987,5,8,111025.84,44.853,11.112,4.4,10,PDE  ,,
1987,5,9,35432.27,34.156,135.431,5.1,10,PDE  ,,
1987,5,9,102640.12,28.706,129.326,4.2,5,PDE  ,,
1987,5,10,13841.85,34.837,139.21,3.9,22,PDE  ,,
1987,5,10,50633.06,34.862,139.225,   ,21,PDE  ,,
1987,5,10,85222.9,34.87,139.256,4.1,27,PDE  ,,
1987,5,10,85805.19,34.849,139.379,4.1,22,PDE  ,,
1987,5,10,201933.17,44.286,79.745,4.5,33,PDE  ,,
1987,5,10,213517.69,34.851,139.353,4.6,27,PDE  ,,
1987,5,11,51910.47,51.707,105.477,5,26,PDE  ,,
1987,5,11,64547.5,37.803,-122.175,4.3,4,PDE  ,,
1987,5,11,65638.01,34.85,139.329,4.6,31,PDE  ,,
1987,5,11,151010.1,34.31,-116.92,3.9,4,PDE  ,,
1987,5,11,173503.22,43.236,25.966,3.4,10,PDE  ,,
1987,5,11,205143.74,38.902,141.988,5.6,52,PDE  ,,
1987,5,13,84822.16,34.756,139.212,   ,33,PDE  ,,
1987,5,14,155727.1,-33.73,-72.198,5.8,31,PDE  ,,
1987,5,16,192815.1,34.87,139.219,   ,18,PDE  ,,
1987,5,17,110545.67,-32.724,-71.283,   ,57,PDE  ,,
1987,5,19,35351,36.44,-117.82,4.3,6,PDE  ,,
1987,5,19,125625.29,-30.284,-71.484,6,36,PDE  ,,
1987,5,21,13750.74,-11.414,-77.958,   ,33,PDE  ,,
1987,5,25,120500.39,37.762,139.449,4.7,37,PDE  ,,
1987,5,25,233918.34,-19.957,-69.464,5.3,72,PDE  ,,
1987,5,26,70112.2,37.755,-122.132,3.4,4,PDE  ,,
1987,5,26,73853.99,53.851,-167.019,5.3,33,PDE  ,,
1987,5,26,120752.56,38.222,142.318,5.3,36,PDE  ,,
1987,5,26,134419.93,42.923,78.063,4.6,20,PDE  ,,
1987,5,26,161147.14,45.4,-116.261,3.6,5,PDE  ,,
1987,5,27,210332.42,35.084,135.447,4.9,10,PDE  ,,
1987,5,27,222218.4,-32.977,-69.48,   ,10,PDE  ,,
1987,5,29,110213.2,40.249,63.266,4.5,33,PDE  ,,
1987,6,1,1514.3,51.54,-177.509,5.1,33,PDE  ,,
1987,6,1,34032.73,11.983,-62.033,5,142,PDE  ,,
1987,6,1,174433.2,34.615,-97.38,2.9,5,PDE  ,,
1987,6,2,31151.16,9.093,-83.869,4.9,40,PDE  ,,
1987,6,2,55421.17,40.064,142.241,4.1,33,PDE  ,,
1987,6,3,123658.23,41.974,22.872,2.8,10,PDE  ,,
1987,6,4,32840.57,38.727,-7.87,4.3,10,PDE  ,,
1987,6,4,33819.37,38.41,-8.047,3.5,10,PDE  ,,
1987,6,6,123931.38,44.247,-110.773,4,5,PDE  ,,
1987,6,7,212416.9,38.823,-122.845,3.5,2,PDE  ,,
1987,6,8,122938.9,33.77,-118.2,3.2,15,PDE  ,,
1987,6,10,160355.11,4.135,94.81,5.4,52,PDE  ,,
1987,6,10,234854.88,38.713,-87.954,5.1,9,PDE  ,,
1987,6,12,54329.2,37.305,-121.887,3.2,10,PDE  ,,
1987,6,13,211712.83,36.605,-89.686,4.1,5,PDE  ,,
1987,6,14,81608.1,33.86,-116.18,3.4,2,PDE  ,,
1987,6,15,130531.4,34.09,-116.49,3.2,6,PDE  ,,
1987,6,16,74941.67,37.514,140.065,4.8,37,PDE  ,,
1987,6,16,191534.22,-19.855,-69.892,5,93,PDE  ,,
1987,6,18,45007.54,41.93,-119.689,4.2,5,PDE  ,,
1987,6,18,100107.3,17.291,121.356,6,42,PDE  ,,
1987,6,19,54740.63,46.797,-124.45,4,33,PDE  ,,
1987,6,19,190005.12,-21.213,-68.362,5.6,86,PDE  ,,
1987,6,21,54610.01,54.211,-162.601,6.6,33,PDE  ,,
1987,6,22,110810.99,-4.171,152.912,4.8,48,PDE  ,,
1987,6,22,160715.97,43.416,19.769,2.8,10,PDE  ,,
1987,6,22,192334.84,7.374,-82.219,5.3,19,PDE  ,,
1987,6,24,22945.89,40.798,74.132,4.9,33,PDE  ,,
1987,6,24,150457.84,-33.436,150.131,4.2,40,PDE  ,,
1987,6,24,175324.7,46.927,142.266,4.6,33,PDE  ,,
1987,6,28,91738.97,46.209,14.912,4,22,PDE  ,,
1987,6,30,91707.87,36.175,139.986,5,69,PDE  ,,
1987,7,1,210523.59,-12.008,-77.257,4.4,73,PDE  ,,
1987,7,2,192123.66,-9.381,159.137,5,18,PDE  ,,
1987,7,3,102157.99,43.254,13.936,5.3,12,PDE  ,,
1987,7,3,104656.31,45.376,7.632,4.2,4,PDE  ,,
1987,7,3,115525.15,43.257,13.849,4.1,24,PDE  ,,
1987,7,5,74305.79,37.671,58.446,4.8,33,PDE  ,,
1987,7,6,63429.49,42.531,19.392,4.3,16,PDE  ,,
1987,7,8,165557,33.7,-118.27,3.6,6,PDE  ,,
1987,7,11,429.46,36.103,-83.817,3.6,25,PDE  ,,
1987,7,11,24805.98,36.1,-83.82,3.3,24,PDE  ,,
1987,7,11,230919.99,43.71,20.451,4.6,17,PDE  ,,
1987,7,12,43130.16,36.145,139.955,4.8,66,PDE  ,,
1987,7,13,54917.43,41.896,-80.767,3.8,5,PDE  ,,
1987,7,13,191457.92,-15.332,-70.061,5.1,241,PDE  ,,
1987,7,15,113620.93,9.524,-84.19,4.4,52,PDE  ,,
1987,7,15,143126.83,9.676,-84.099,4.3,50,PDE  ,,
1987,7,15,233059.59,9.49,-84.15,4.2,55,PDE  ,,
1987,7,16,54629.56,33.059,138.096,5.3,310,PDE  ,,
1987,7,17,172326.97,38.723,70.722,4.8,33,PDE  ,,
1987,7,18,170206.13,40.436,141.288,4.7,96,PDE  ,,
1987,7,19,50143.4,34.34,-119.44,3.2,7,PDE  ,,
1987,7,19,140023.54,-17.242,-70.287,5.2,106,PDE  ,,
1987,7,20,215437.73,-6.413,154.861,5.6,54,PDE  ,,
1987,7,21,203539.8,45.555,-111.685,3.6,4,PDE  ,,
1987,7,22,52306.8,45.552,-111.68,4.2,3,PDE  ,,
1987,7,22,61852,45.566,-111.691,3.5,7,PDE  ,,
1987,7,23,15257.76,47.716,-113.673,4.2,5,PDE  ,,
1987,7,25,11148.86,60.155,-153.771,5.1,166,PDE  ,,
1987,7,26,201144.73,-14.193,-75.992,4.8,51,PDE  ,,
1987,7,27,111921.36,-14.775,-75.602,5,45,PDE  ,,
1987,7,28,90507.71,38.364,-118.073,3.3,5,PDE  ,,
1987,7,28,185511.1,38.383,-118.117,4.7,14,PDE  ,,
1987,7,29,95346.44,47.211,9.693,3.3,9,PDE  ,,
1987,7,29,214115.53,38.374,-118.049,2.9,5,PDE  ,,
1987,7,30,51419.73,42.936,17.746,3.8,10,PDE  ,,
1987,7,30,121359.17,38.382,-118.045,2.8,5,PDE  ,,
1987,7,31,162952.59,-40.542,-72.546,5.2,33,PDE  ,,
1987,7,31,190408.63,41.336,141.482,5,116,PDE  ,,
1987,7,31,235658,40.415,-124.407,5.5,16,PDE  ,,
1987,8,2,21231.64,32.433,131.826,4.7,54,PDE  ,,
1987,8,3,52109.99,13.584,144.549,5.3,122,PDE  ,,
1987,8,3,94803.7,38.39,-118.06,4.4,18,PDE  ,,
1987,8,4,150440.08,-40.469,-73.189,5.9,38,PDE  ,,
1987,8,4,160034.59,41.962,142.448,4.7,72,PDE  ,,
1987,8,5,172645.48,39.369,-9.347,4,10,PDE  ,,
1987,8,6,75348.3,35.848,-118.288,3.3,8,PDE  ,,
1987,8,8,154856.75,-19.022,-69.991,6.9,69,PDE  ,,
1987,8,9,31243.3,35.77,-118.37,3.1,6,PDE  ,,
1987,8,11,174453.61,-6.35,154.712,5.3,77,PDE  ,,
1987,8,13,72209.27,37.901,15.065,4.3,41,PDE  ,,
1987,8,13,152306.93,-17.897,-70.931,6.4,36,PDE  ,,
1987,8,14,21356.46,40.986,48.251,4.3,33,PDE  ,,
1987,8,14,62404.61,43.734,20.413,4.7,13,PDE  ,,
1987,8,14,165951.57,25.106,115.57,4,10,PDE  ,,
1987,8,14,173932.22,53.416,-169.113,5.7,117,PDE  ,,
1987,8,15,113459.52,43.73,20.471,3.5,21,PDE  ,,
1987,8,15,134637.9,-1.165,-78.093,4.6,58,PDE  ,,
1987,8,15,150513.06,43.709,20.521,3.2,10,PDE  ,,
1987,8,15,180423.12,-28.135,-70.884,6.1,37,PDE  ,,
1987,8,16,153941.29,8.961,-84.164,4.1,27,PDE  ,,
1987,8,18,21850.64,-5.593,151.686,6.2,50,PDE  ,,
1987,8,20,25437.41,46.416,15.032,3.3,10,PDE  ,,
1987,8,21,25505.62,34.818,135.569,   ,11,PDE  ,,
1987,8,21,182010.03,-5.528,151.885,5.1,45,PDE  ,,
1987,8,21,194419.04,-6.526,154.877,5.6,62,PDE  ,,
1987,8,22,50914.42,52.164,174.066,5.2,33,PDE  ,,
1987,8,22,214535.24,39.584,141.46,4.6,90,PDE  ,,
1987,8,24,110046.19,57.587,-154.2,4.3,44,PDE  ,,
1987,8,24,184302.79,41.002,1.63,4.4,10,PDE  ,,
1987,8,24,201224.24,61.754,-149.574,4,40,PDE  ,,
1987,8,25,62726.6,34.36,-117.58,3.6,9,PDE  ,,
1987,8,25,94702.48,43.425,145.892,4.9,78,PDE  ,,
1987,8,27,165201.38,9.451,-84.223,4.4,30,PDE  ,,
1987,8,28,51633.8,37.923,-122.29,3.4,8,PDE  ,,
1987,8,30,45102.17,37.695,71.574,4.1,33,PDE  ,,
1987,8,31,171235.5,38.308,-89.688,3.1,5,PDE  ,,
1987,9,1,1419.85,53.77,-167.208,5.1,33,PDE  ,,
1987,9,1,41539.32,53.741,-167.125,5.4,33,PDE  ,,
1987,9,1,42607.46,-23.052,-66.529,6.3,199,PDE  ,,
1987,9,4,42708.88,49.293,156.41,6.2,33,PDE  ,,
1987,9,4,164249.19,43.242,13.874,5.1,18,PDE  ,,
1987,9,7,131456.94,64.955,-147.929,4.2,23,PDE  ,,
1987,9,9,95249,36.642,140.455,   ,33,PDE  ,,
1987,9,9,224516.92,62.284,-150.41,3.9,6,PDE  ,,
1987,9,10,34844.84,51.931,-176.006,5.5,49,PDE  ,,
1987,9,10,160917.41,41.956,20.95,3.6,10,PDE  ,,
1987,9,11,3452.14,-22.329,-68.384,5.4,129,PDE  ,,
1987,9,11,144633.3,41.465,-72.5,2.4,5,PDE  ,,
1987,9,13,112052.22,14.272,-89.979,5.6,123,PDE  ,,
1987,9,15,20643.2,36.118,-119.943,3.2,27,PDE  ,,
1987,9,15,61645.27,39.642,-119.204,2.8,5,PDE  ,,
1987,9,15,85009.94,-4.709,153.157,5.3,63,PDE  ,,
1987,9,16,201042.2,49.083,-122.709,3,1,PDE  ,,
1987,9,17,225311.69,10.788,-61.134,4.1,10,PDE  ,,
1987,9,17,234630.58,10.811,-61.142,4.1,10,PDE  ,,
1987,9,18,84329.39,-24.269,-69.148,5.5,96,PDE  ,,
1987,9,20,55711.26,-9.209,-79.058,5,63,PDE  ,,
1987,9,20,184212.11,43.542,146.585,4.6,61,PDE  ,,
1987,9,20,230936.78,42.179,-2.35,3.5,10,PDE  ,,
1987,9,22,172350.1,35.623,-84.311,3.3,19,PDE  ,,
1987,9,24,45521.27,36.6,141.301,5.8,42,PDE  ,,
1987,9,25,42758.17,41.21,-113.152,4.7,10,PDE  ,,
1987,9,26,174406.97,44.375,-74.517,3.8,10,PDE  ,,
1987,9,29,456.13,36.884,-89.153,4.5,5,PDE  ,,
1987,10,1,144220,34.06,-118.08,5.9,10,PDE  ,,
1987,10,2,23258.27,45.628,-122.655,3,5,PDE  ,,
1987,10,3,33510.69,-17.95,-69.247,5.9,148,PDE  ,,
1987,10,3,110005.29,36.454,71.437,5.9,95,PDE  ,,
1987,10,3,192539.6,40.868,-123.697,3.9,10,PDE  ,,
1987,10,4,81518.75,10.823,-85.926,5.7,47,PDE  ,,
1987,10,4,102720.26,37.306,141.615,5.8,43,PDE  ,,
1987,10,4,212611.6,38.507,142.18,4.7,54,PDE  ,,
1987,10,5,164056.42,39.207,-9.205,3.5,5,PDE  ,,
1987,10,6,20729.29,43.686,20.508,2.9,10,PDE  ,,
1987,10,6,201135.14,52.956,159.972,6.3,33,PDE  ,,
1987,10,7,5136.65,-22.845,-68.03,5.6,106,PDE  ,,
1987,10,7,103022.86,8.561,-83.062,4.1,10,PDE  ,,
1987,10,8,42332,33.989,-116.642,3.4,6,PDE  ,,
1987,10,8,132847.61,54.959,-161.449,5,46,PDE  ,,
1987,10,8,162023.6,37.848,-122.233,3,4,PDE  ,,
1987,10,10,123548.41,55.862,-4.328,2.3,5,PDE  ,,
1987,10,12,135704.79,-7.288,154.371,6.8,24,PDE  ,,
1987,10,13,155904.2,33.96,-117.21,3.6,14,PDE  ,,
1987,10,14,154939.56,37.049,-88.793,3.8,5,PDE  ,,
1987,10,14,190559.99,13.359,-89.624,5.2,75,PDE  ,,
1987,10,15,72701.69,51.822,-175.35,5.1,63,PDE  ,,
1987,10,15,201625,40.74,-124.567,4,17,PDE  ,,
1987,10,16,65313.62,-21.663,-69.29,4.9,101,PDE  ,,
1987,10,16,204801.64,-6.266,149.06,7.7,47,PDE  ,,
1987,10,17,184110.38,35.442,139.132,5.1,53,PDE  ,,
1987,10,19,71709.71,39.664,-111.427,3.9,0,PDE  ,,
1987,10,20,145430.47,44.066,18.251,2.9,10,PDE  ,,
1987,10,20,174223.31,44.097,18.202,3,9,PDE  ,,
1987,10,22,34800.3,37.805,-121.743,4.4,7,PDE  ,,
1987,10,23,5944.37,52.903,159.848,5.5,33,PDE  ,,
1987,10,23,65037.62,42.363,43.308,4.4,33,PDE  ,,
1987,10,23,194450.44,41.193,-113.169,4.3,9,PDE  ,,
1987,10,24,50645.43,61.58,-147.78,3.9,21,PDE  ,,
1987,10,24,235833.1,33.68,-119.07,3.7,12,PDE  ,,
1987,10,29,202341,4.817,127.688,6.1,152,PDE  ,,
1987,10,29,222118.34,36.093,139.925,   ,64,PDE  ,,
1987,10,31,12759.45,60.289,-149.904,4.8,58,PDE  ,,
1987,10,31,51117.95,-25.789,-69.787,5.1,69,PDE  ,,
1987,11,1,101619.07,47.291,9.585,3,5,PDE  ,,
1987,11,3,230932.19,-8.757,160.376,5.3,87,PDE  ,,
1987,11,4,3325.85,61.561,-149.364,4.6,41,PDE  ,,
1987,11,5,232059.57,37.869,-4.587,3.8,15,PDE  ,,
1987,11,6,222712.98,43.418,146.264,5.2,61,PDE  ,,
1987,11,7,110747.22,43.392,-3.786,3.9,20,PDE  ,,
1987,11,8,224343.07,44.066,16.358,4.1,10,PDE  ,,
1987,11,9,13313.05,54.183,-4.83,2.4,10,PDE  ,,
1987,11,9,75017.23,34.735,32.877,4.3,26,PDE  ,,
1987,11,9,174618.81,-22.123,-69.573,5.4,43,PDE  ,,
1987,11,11,44950.88,39.246,-111.74,2.8,5,PDE  ,,
1987,11,11,90419.11,6.912,-76.51,   ,60,PDE  ,,
1987,11,11,150452.13,6.797,-76.342,5.4,30,PDE  ,,
1987,11,12,93605.04,38.204,71.147,3.8,33,PDE  ,,
1987,11,13,21341.19,37.698,-4.008,3.3,10,PDE  ,,
1987,11,14,154829.96,58.961,-135.241,5.2,5,PDE  ,,
1987,11,16,142341.63,40.167,63.139,4.8,33,PDE  ,,
1987,11,16,213405.97,40.34,63.731,4.5,33,PDE  ,,
1987,11,17,84653.32,58.586,-143.27,7,10,PDE  ,,
1987,11,17,132612.45,58.96,-135.149,5,12,PDE  ,,
1987,11,17,155724.34,34.215,131.472,4.9,24,PDE  ,,
1987,11,17,204041.69,9.806,-79.198,4.6,44,PDE  ,,
1987,11,18,124644.8,-26.285,-70.506,6.4,40,PDE  ,,
1987,11,18,162705.27,12.845,124.77,6.3,22,PDE  ,,
1987,11,19,102259.49,40.383,63.866,4.2,33,PDE  ,,
1987,11,19,160218.81,9.716,-83.604,4.8,19,PDE  ,,
1987,11,20,160408.47,40.22,63.04,5,43,PDE  ,,
1987,11,23,35208.62,43.42,18.506,4.4,9,PDE  ,,
1987,11,23,71820.5,61.616,-141.323,5.4,5,PDE  ,,
1987,11,24,15414.51,33.083,-115.775,6.5,4,PDE  ,,
1987,11,24,131556.4,33.01,-115.84,6.7,2,PDE  ,,
1987,11,27,170519.57,35.067,139.734,4.8,51,PDE  ,,
1987,11,27,185829.53,36.848,-83.099,3.5,14,PDE  ,,
1987,11,28,3910.9,32.98,-115.81,4.2,1,PDE  ,,
1987,11,28,53442.49,36.561,138.226,   ,5,PDE  ,,
1987,11,30,13445.59,37.138,69.753,4.6,56,PDE  ,,
1987,11,30,192319.59,58.679,-142.786,7.9,10,PDE  ,,
1987,12,1,111319.6,34.29,-116.92,3.4,7,PDE  ,,
1987,12,2,40305.64,33.126,-115.83,4.6,5,PDE  ,,
1987,12,2,71257.46,46.675,-120.684,4.1,18,PDE  ,,
1987,12,2,90224.27,46.679,-120.673,4.3,17,PDE  ,,
1987,12,2,111455.8,37.035,-121.45,3.7,7,PDE  ,,
1987,12,3,190436.5,33.01,-115.87,3.8,2,PDE  ,,
1987,12,4,195135.79,-5.777,154.555,5.9,144,PDE  ,,
1987,12,5,102257.68,53.385,-1.967,2.6,10,PDE  ,,
1987,12,8,14240.3,36.055,-98.024,3.7,5,PDE  ,,
1987,12,11,124326.4,41.835,-112.325,3.2,4,PDE  ,,
1987,12,12,35328.79,34.244,-82.628,3,5,PDE  ,,
1987,12,12,74733.3,34.026,135.141,4.5,21,PDE  ,,
1987,12,14,184535.1,41.869,20.788,3.7,10,PDE  ,,
1987,12,15,151106.13,58.985,-142.774,5.1,10,PDE  ,,
1987,12,15,182346,35.37,-118.77,4.1,3,PDE  ,,
1987,12,17,20819.92,35.362,140.214,6.4,62,PDE  ,,
1987,12,18,11152.38,36.017,137.248,   ,18,PDE  ,,
1987,12,18,45118.45,42.095,19.064,4.4,10,PDE  ,,
1987,12,20,801.83,48.465,13.975,3.4,10,PDE  ,,
1987,12,21,42823.59,38.696,70.67,4.8,14,PDE  ,,
1987,12,24,182829.27,52.977,107.73,4.5,33,PDE  ,,
1987,12,26,64459.11,41.191,72.049,4.6,33,PDE  ,,
1987,12,28,45753.94,46.253,12.65,4,9,PDE  ,,
1987,12,30,10910.9,37.782,-122.585,3.1,11,PDE  ,,
1987,12,30,64318.7,37.802,-121.735,3.7,7,PDE  ,,
1987,12,31,213401.3,34.18,-116.42,3.9,2,PDE  ,,
1988,1,2,124202.52,43.295,142.419,6.4,177,PDE  ,,
1988,1,2,231048.6,37.031,-112.945,3.5,10,PDE  ,,
1988,1,3,34240.44,37.848,-4.56,4,10,PDE  ,,
1988,1,4,62012.37,16.866,-98.214,4.6,33,PDE  ,,
1988,1,5,14707.83,46.19,14.885,2.9,10,PDE  ,,
1988,1,5,143917.96,38.742,-87.959,3.3,5,PDE  ,,
1988,1,7,70655.18,35.302,140.498,4.2,33,PDE  ,,
1988,1,7,234649.09,38.2,-1.086,3.4,13,PDE  ,,
1988,1,8,130546.55,40.084,16.006,4.5,10,PDE  ,,
1988,1,8,165038.89,45.528,26.274,4.7,136,PDE  ,,
1988,1,9,10246.7,41.246,19.63,5.5,24,PDE  ,,
1988,1,9,10740.78,35.275,-84.201,3.3,12,PDE  ,,
1988,1,9,35505.35,39.092,71.502,5.4,33,PDE  ,,
1988,1,9,52519.26,44.478,-114.181,4.1,5,PDE  ,,
1988,1,10,1801.88,43.739,20.5,3,10,PDE  ,,
1988,1,10,23438.65,39.13,71.457,4.7,33,PDE  ,,
1988,1,11,24638.87,47.464,13.951,3.6,10,PDE  ,,
1988,1,11,154225.22,34.916,139.266,   ,10,PDE  ,,
1988,1,13,162313.55,-4.649,153.147,5.8,29,PDE  ,,
1988,1,16,114212.17,35.25,140.344,5.1,48,PDE  ,,
1988,1,17,210624.2,43.645,20.539,2.8,10,PDE  ,,
1988,1,19,73031.86,-24.71,-70.568,6.7,33,PDE  ,,
1988,1,19,220831.78,10.795,-61.599,4.6,63,PDE  ,,
1988,1,19,231455.31,44.58,17.665,4.5,10,PDE  ,,
1988,1,19,231532.1,34.07,-118.06,3.4,13,PDE  ,,
1988,1,20,170749.33,47.478,12.005,2.4,10,PDE  ,,
1988,1,21,161743.56,26.374,141.294,5.1,89,PDE  ,,
1988,1,21,234410.26,-9.764,159.962,4.5,33,PDE  ,,
1988,1,22,5220.7,33.82,-117.03,3.3,15,PDE  ,,
1988,1,22,34336.67,-16.429,-71.749,   ,108,PDE  ,,
1988,1,22,52801.92,-15.241,-70.457,5.1,202,PDE  ,,
1988,1,23,15716.39,32.935,-80.157,3.3,7,PDE  ,,
1988,1,23,233035.19,45.844,15.352,2.8,10,PDE  ,,
1988,1,24,42658.61,7.368,-81.745,4.8,33,PDE  ,,
1988,1,24,141524.56,26.716,128.019,5.6,56,PDE  ,,
1988,1,25,131751.35,31.74,-115.843,5.1,5,PDE  ,,
1988,1,25,192757.22,42.789,19.031,3.4,7,PDE  ,,
1988,1,25,200206.67,42.837,17.629,4.1,10,PDE  ,,
1988,1,26,135858.33,58.192,-142.82,4.9,10,PDE  ,,
1988,1,27,214624.95,51.487,6.367,3.1,0,PDE  ,,
1988,1,28,25402.3,32.91,-115.68,4.7,6,PDE  ,,
1988,1,29,211848.26,36.713,140.728,5,77,PDE  ,,
1988,1,31,1243.48,35.681,-90.465,3.5,10,PDE  ,,
1988,1,31,71551.14,10.762,-62.413,4.5,97,PDE  ,,
1988,1,31,150912.59,41.355,-8.242,4,10,PDE  ,,
1988,1,31,233146.1,9.809,-83.67,4.4,21,PDE  ,,
1988,2,1,142137.7,46.314,13.125,5.4,8,PDE  ,,
1988,2,3,54300.24,34.799,140.066,4.9,87,PDE  ,,
1988,2,3,101120.36,36.57,141.135,5,61,PDE  ,,
1988,2,4,193737.01,46.311,13.134,4.6,15,PDE  ,,
1988,2,5,140102.75,-24.753,-70.433,6.7,36,PDE  ,,
1988,2,5,184931.85,-24.893,-70.554,6.1,30,PDE  ,,
1988,2,6,180354.78,-17.756,-66.958,6.2,285,PDE  ,,
1988,2,6,184217.31,42.137,19.107,4.6,15,PDE  ,,
1988,2,7,84658.61,60.296,-152.972,5.8,137,PDE  ,,
1988,2,8,24733.54,42.175,19.176,3.3,10,PDE  ,,
1988,2,8,35010.84,42.154,19.166,2.6,10,PDE  ,,
1988,2,9,153019.11,43.137,-71.758,2.6,5,PDE  ,,
1988,2,9,210014.33,40.199,73.684,4.7,33,PDE  ,,
1988,2,10,225909.38,9.587,-84.848,4.6,33,PDE  ,,
1988,2,11,11607.55,47.713,16.035,3.5,10,PDE  ,,
1988,2,11,152555.6,34.08,-118.05,4.8,12,PDE  ,,
1988,2,12,162029.39,35.527,140.639,5.2,58,PDE  ,,
1988,2,14,183240.51,40.626,-108.532,3.3,5,PDE  ,,
1988,2,14,205832.83,-22.548,-69.095,4.4,113,PDE  ,,
1988,2,15,184421.03,-13.148,-76.12,5.1,71,PDE  ,,
1988,2,15,184918.2,-25.216,-70.932,5.2,9,PDE  ,,
1988,2,16,152654.53,36.561,-82.304,3.3,5,PDE  ,,
1988,2,18,3745.97,35.366,-83.853,3.5,5,PDE  ,,
1988,2,18,50408.16,26.116,127.583,5,34,PDE  ,,
1988,2,19,195033.41,34.89,139.255,4.3,28,PDE  ,,
1988,2,20,83957.5,36.803,-121.302,5.3,9,PDE  ,,
1988,2,21,165521.05,13.284,145.735,5.5,57,PDE  ,,
1988,2,22,74314.1,35.508,-119.733,4.2,15,PDE  ,,
1988,2,22,191317.74,-20.833,-69.785,5.9,70,PDE  ,,
1988,2,23,4844.56,35.91,-114.937,3.7,5,PDE  ,,
1988,2,23,81021.9,38.842,-122.803,3.7,6,PDE  ,,
1988,2,24,35203.29,13.477,124.616,7.1,24,PDE  ,,
1988,2,24,100322.53,32.485,130.582,4.6,24,PDE  ,,
1988,2,25,80613.93,35.364,140.331,4.7,30,PDE  ,,
1988,2,26,23120.14,-18.011,-69.605,5.2,124,PDE  ,,
1988,2,28,75252.2,32.64,-115.84,3.7,7,PDE  ,,
1988,3,2,71316.38,9.729,-84.711,5.2,44,PDE  ,,
1988,3,2,84156.52,19.329,-155.213,4.7,9,PDE  ,,
1988,3,2,184210.69,40.885,71.205,4.9,49,PDE  ,,
1988,3,2,224453.2,-32.952,-71.99,4.9,33,PDE  ,,
1988,3,3,73355.37,36.941,-114.537,3.8,5,PDE  ,,
1988,3,3,145323.88,-33.126,-72.07,   ,49,PDE  ,,
1988,3,6,223538.14,56.953,-143.032,7.8,10,PDE  ,,
1988,3,9,50034.91,-31.232,-68.642,5.4,111,PDE  ,,
1988,3,9,214110.81,-18.313,-69.543,5.4,118,PDE  ,,
1988,3,10,61723.31,10.402,-60.587,6.6,56,PDE  ,,
1988,3,10,144255.2,46.341,-75.716,3.9,18,PDE  ,,
1988,3,10,165538.59,61.354,-147.423,3.8,20,PDE  ,,
1988,3,11,34457.1,9.105,-82.985,5.3,22,PDE  ,,
1988,3,11,34759.64,8.778,-83.34,4.3,24,PDE  ,,
1988,3,11,61432.49,10.526,-60.473,4.9,54,PDE  ,,
1988,3,11,134727.15,8.475,-83.615,4.8,17,PDE  ,,
1988,3,11,214544.03,41.548,20.946,3.6,5,PDE  ,,
1988,3,12,43210.3,10.144,-60.569,5.7,51,PDE  ,,
1988,3,12,133927.55,47.217,14.451,3.2,10,PDE  ,,
1988,3,12,172256.25,-32.229,-71.53,5.3,50,PDE  ,,
1988,3,13,134830.31,42.182,75.443,4.5,33,PDE  ,,
1988,3,13,232848.94,13.195,-89.164,4.9,87,PDE  ,,
1988,3,15,155524.3,42.21,75.509,4.5,33,PDE  ,,
1988,3,16,200208.63,40.157,19.667,4.1,28,PDE  ,,
1988,3,17,203429.22,35.633,139.619,5.4,103,PDE  ,,
1988,3,18,55708.33,-19.222,-69.722,5,114,PDE  ,,
1988,3,18,165925.52,45.642,15.542,3.2,10,PDE  ,,
1988,3,18,221755.81,-19.311,-70.127,4.9,77,PDE  ,,
1988,3,19,115235.75,42.087,19.206,4.3,10,PDE  ,,
1988,3,21,212301.12,14.378,80.294,   ,33,PDE  ,,
